Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR6665606,2018-02-20 12:21:14,2018-02-02 08:21:00,157970,63503940,157970,402,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665606.sralite.1,SRX3642418,LMAN.8.14A0109,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,83D9F2EF46BC953EB89FBEC17386090E,42E543568F816C1E0756478C3A0820F3
SRR6665607,2018-02-20 12:21:14,2018-02-02 08:21:05,342618,137732436,342618,402,88,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665607.sralite.1,SRX3642417,LMAN.8.14A0111,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,FBE7FE0109547EC9DA7F8E2AF1CB0ED1,B805CBDB42E42403854F98A8E2332610
SRR6665608,2018-02-20 12:21:14,2018-02-02 08:21:06,182077,73194954,182077,402,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665608.sralite.1,SRX3642416,LMAN.8.14A0097,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,8746084E1F31BE2F9FBCF2FA34A2F997,848C92F3A9AD71E48595BC3E9D18BB2A
SRR6665609,2018-02-20 12:21:14,2018-02-02 08:20:46,5398,2169996,5398,402,1,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665609.sralite.1,SRX3642415,LMAN.8.14A0099,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,A8E257C267E30D5A28B51E554D5B6825,28DD675F7D09190FCC12A8BC18A94291
SRR6665610,2018-02-20 12:21:14,2018-02-02 08:20:56,44656,17951712,44656,402,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665610.sralite.1,SRX3642414,LMAN.8.14A0101,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,715DEB232B083F3DCC89BF14F3697757,32B74563128A91D862A50E9F1DB20CE8
SRR6665611,2018-02-20 12:21:14,2018-02-02 08:21:11,365329,146862258,365329,402,94,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665611.sralite.1,SRX3642413,LMAN.8.14A0103,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,154144ACD428F7BF3FFFF1906F256590,6C25942F73DD3E231B2036753496C67A
SRR6665612,2018-02-20 12:21:14,2018-02-02 08:21:19,212873,85574946,212873,402,55,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665612.sralite.1,SRX3642412,LMAN.8.14A0305,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,C43592B2878A900FF6CFE80F2E1157DB,29344337D90FDCF2FC127ABB1C836FBC
SRR6665613,2018-02-20 12:21:14,2018-02-02 08:21:38,1117844,449373288,1117844,402,289,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665613.sralite.1,SRX3642411,LMAN.8.14A0304,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,86F7C2ABD7CA8E5DD95671ABAA504FCB,9565F90568E48E9AA25FB176A5714F93
SRR6665614,2018-02-20 12:21:14,2018-02-02 08:21:13,282184,113437968,282184,402,72,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665614.sralite.1,SRX3642410,LMAN.8.14A0303,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,4898C6CCCD6E7F591FF57F6C77C1B1B5,E8EC83A299DA6B1F9172EF2FB1A49787
SRR6665615,2018-02-20 12:21:14,2018-02-02 08:21:09,119558,48062316,119558,402,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665615.sralite.1,SRX3642409,LMAN.8.14A0301,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,35E7D05DD0614188199785E12B4A2018,B71772903D0512EC41B1D79686CCB067
SRR6665616,2018-02-20 12:21:14,2018-02-02 08:21:14,265633,106784466,265633,402,69,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665616.sralite.1,SRX3642408,LMAN.8.14A0113,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,FCC392BDD23E15332019DE08B2A9D81B,49C28908005E9669C8A06AB41E4F0BC1
SRR6665617,2018-02-20 12:21:14,2018-02-02 08:21:16,355805,143033610,355805,402,92,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665617.sralite.1,SRX3642407,LMAN.8.14A0114,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,06067479500F8A74C9419CE6E328A5F4,A9DCA74A59850C8C8B66A4FDC83F4AE7
SRR6665618,2018-02-20 12:21:14,2018-02-02 08:21:53,1150732,462594264,1150732,402,297,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665618.sralite.1,SRX3642406,LMAN.8.14A0291,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,5FD3580602583523900CCE386F0B1D4C,CC343B5F94D5E193E569905015659C26
SRR6665619,2018-02-20 12:21:14,2018-02-02 08:21:06,35698,14350596,35698,402,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665619.sralite.1,SRX3642405,LMAN.8.14A0289,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,30F6A0E8967A12FED644D9EAD8456E15,F9CBE16692E0B07EEA27B6EA3B212705
SRR6665620,2018-02-20 12:21:14,2018-02-02 08:21:27,397725,159885450,397725,402,84,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665620.sralite.1,SRX3642404,LMAD.8.14A0019,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,7E131C5D27929692E20283C7B0379244,F486F0D6C61676CB2250F171321D117A
SRR6665621,2018-02-20 12:21:14,2018-02-02 08:21:47,979520,393767040,979520,402,213,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665621.sralite.1,SRX3642403,LMAD.8.14A0017,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,A2176BBDAD72CBF5945B14CD53F9C8EC,60165A9E147A05D0C97AAC74635C984B
SRR6665622,2018-02-20 12:21:14,2018-02-02 08:21:22,335036,134684472,335036,402,86,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665622.sralite.1,SRX3642402,LMAN.8.14A0295,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,7495C8F0F49C9C82FD284F6CCB3702E3,F87EA21F42E9DA5ADC077DBCE41C474E
SRR6665623,2018-02-20 12:21:14,2018-02-02 08:21:20,253301,101827002,253301,402,55,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665623.sralite.1,SRX3642401,LMAD.8.14A0011,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,FBE3FEC4B3E532AEC217DA5BA9DFBFCF,5D4D923B583F0E1D6E080D8CD94E899E
SRR6665624,2018-02-20 12:21:14,2018-02-02 08:21:27,228709,91941018,228709,402,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665624.sralite.1,SRX3642400,LMAD.8.14A0009,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,2C11B9EF2C390C18E4A6B202F24F5502,EDC4D5B418EDBD6AF2C931BF3B318797
SRR6665625,2018-02-20 12:21:14,2018-02-02 08:21:44,825504,331852608,825504,402,179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665625.sralite.1,SRX3642399,LMAD.8.14A0015,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,3F3D24DD719C48B1A392CDCF18667DA3,B4D4FA08C5734DEFEC9D59E893070523
SRR6665626,2018-02-20 12:21:14,2018-02-02 08:21:47,900014,361805628,900014,402,196,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665626.sralite.1,SRX3642398,LMAD.8.14A0013,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,0684F5C19F115B770BC83CCCFF604BCC,D5FA1DC14BB84A483C4F8B312BD45D6F
SRR6665627,2018-02-20 12:21:14,2018-02-02 08:21:35,393301,158107002,393301,402,101,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665627.sralite.1,SRX3642397,LMAD.8.14A0003,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,58B7D4FC6BFA728503DA38545458B1B2,50645847CB0680CF814DB49AB58D3CAF
SRR6665628,2018-02-20 12:21:14,2018-02-02 08:21:14,19736,7933872,19736,402,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665628.sralite.1,SRX3642396,LMAD.8.14A0001,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,33F19CCA7E53F94AECF8C5A2794E3CE2,E8DAF78A3FBB37DA7A2D27FC95EF7100
SRR6665629,2018-02-20 12:21:14,2018-02-02 08:21:27,214282,86141364,214282,402,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665629.sralite.1,SRX3642395,LMAD.8.14A0007,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,82A435A560D575A3FFEBB9608CBA4E50,BE12D2E9AE7089BD133C9E580D21DE80
SRR6665630,2018-02-20 12:21:14,2018-02-02 08:21:40,475719,191239038,475719,402,103,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665630.sralite.1,SRX3642394,LMAD.8.14A0005,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,019814487FBBB2F72910BC1AFA179186,C17514AB84F9726835BE7F36AC858AA5
SRR6665631,2018-02-20 12:21:14,2018-02-02 08:21:22,46470,18680940,46470,402,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665631.sralite.1,SRX3642393,LMAD.8.14A0576,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,8498EB1E94FB3563BEC42C79EB2BE199,CD2602C933910DA4DDB6FC55C736F4A2
SRR6665632,2018-02-20 12:21:14,2018-02-02 08:21:17,20869,8389338,20869,402,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665632.sralite.1,SRX3642392,LMAN.26.14A0387,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,56551225230D6D3C3F9301707AA93DF1,EC717A8F0AB15799430EF35D064DBB2A
SRR6665633,2018-02-20 12:21:14,2018-02-02 08:21:53,459661,184783722,459661,402,118,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665633.sralite.1,SRX3642391,LMAN.26.14A0331,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,B4A06C328D0AF25BA9B3CB67C3E4B69A,5399B8CC9AAC1C7EBEC7E42E76149568
SRR6665634,2018-02-20 12:21:14,2018-02-02 08:21:25,97093,39031386,97093,402,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665634.sralite.1,SRX3642390,LMAN.26.14A0333,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,0C48ADDBF86341DF2F0C6D55A985F59E,8CD561BCC9BD95BAA9417BF81250571B
SRR6665635,2018-02-20 12:21:14,2018-02-02 08:21:15,8297,3335394,8297,402,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665635.sralite.1,SRX3642389,LMAN.26.14A0327,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,0DC720DDB1F659A03C85929F9D345F4D,B20154D69C80D9227F8A349765FD5DCC
SRR6665636,2018-02-20 12:21:14,2018-02-02 08:21:21,12764,5131128,12764,402,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665636.sralite.1,SRX3642388,LMAN.26.14A0329,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,FA7C2B6B40E21FF6BDCFF6C183042B34,2A0F09686330340F9B0C7067F0EB163B
SRR6665637,2018-02-20 12:21:14,2018-02-02 08:35:16,10385045,4174788090,10385045,402,2672,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665637.sralite.1,SRX3642387,LMAN.26.14A0319,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,2D9D05228066DA26A19A5ED0C7FE9F9E,CD146800EE24A6C7016444A50C7F6839
SRR6665638,2018-02-20 12:21:14,2018-02-02 08:21:14,3645,1465290,3645,402,0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665638.sralite.1,SRX3642386,LMAN.26.14A0323,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,1E3DF47CBE33196DE45BFD5B2847A9C7,AA5E731D3F722AFED880ABCDB8E4F75C
SRR6665639,2018-02-20 12:21:14,2018-02-02 08:21:29,99850,40139700,99850,402,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665639.sralite.1,SRX3642385,LMAN.26.14A0315,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,4755B70150EF5E493F563E6C52ED2EF5,021B4412BF2BCFC39DB7DC1AA6A801DC
SRR6665640,2018-02-20 12:21:14,2018-02-02 08:23:06,2951989,1186699578,2951989,402,772,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665640.sralite.1,SRX3642384,LMAN.26.14A0317,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,F496A130F176512124C69D3A189EA50E,71AF6380FDF00F7BBF2A0B9A2F667BE7
SRR6665641,2018-02-20 12:21:14,2018-02-02 08:21:31,106049,42631698,106049,402,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665641.sralite.1,SRX3642383,LMAN.26.14A0307,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,B32606ED18AF473E947F52D5CF14E917,24CA01897E9A55E270A0E5F55AEEA609
SRR6665642,2018-02-20 12:21:14,2018-02-02 08:21:28,84148,33827496,84148,402,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665642.sralite.1,SRX3642382,LMAN.26.14A0309,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,11A518C922F2BAC83334023B00D590BC,B355AF2A946EDEAF4F2FB3C546476EA0
SRR6665643,2018-02-20 12:21:14,2018-02-02 08:21:29,48369,19444338,48369,402,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665643.sralite.1,SRX3642381,LMAN.26.14A0365,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,EC0E82DE2AB06A912EE49EAEB99B2BD8,C53BD347AFC97EF18AE6405DA0E82FDD
SRR6665644,2018-02-20 12:21:14,2018-02-02 08:21:27,16963,6819126,16963,402,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665644.sralite.1,SRX3642380,LMAN.26.14A0367,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,EB96D9BC435E56EDA66E9E9C860A8C97,2DDF2179A7B33EB50CB15F8341124603
SRR6665645,2018-02-20 12:21:14,2018-02-02 08:21:42,280993,112959186,280993,402,74,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665645.sralite.1,SRX3642379,LMAN.8.14A0179,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,3856ABDEB9D70DAC622951FB676775ED,92F58F28C74A8B35DD5ADAD9D5E5DAC1
SRR6665646,2018-02-20 12:21:14,2018-02-02 08:22:00,673878,270898956,673878,402,175,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/665/SRR6665646.sralite.1,SRX3642378,LMAN.8.14A0181,AMPLICON,RT-PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP132042,PRJNA432663,,432663,SRS2907949,SAMN08456698,simple,1297885,plant metagenome,2014 Maize Phyllosphere,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA655054,,public,56A62F72808F189497B2658CB3095FE1,77A9C41F8273E04E15B6E2AAB2CE47CD
